s			t			RPM			rad/s^2			Nm
0.721		9.92 		83.22		16.64		2.146
0.498		10.6 		120.6		14.19		1.83 
0.398		11.1 		150.6		13.8 		1.78 
0.347		11.5 		173.1		13.14		1.695
0.309		11.9 		194.1		13.51		1.743
0.282		12.2 		213  		12.67		1.635
0.263		12.5 		228.2		11.57		1.493
0.248		12.7 		242  		10.93		1.409
0.236		13   		254.1		9.933		1.281
0.227		13.2 		264.4		9.511		1.227
0.218		13.4 		274.7		8.997		1.161
0.212		13.7 		283.2		7.859		1.014
0.206		13.9 		290.6		7.443		0.9601
0.201		14.1 		297.9		6.333		0.8169
0.198		14.3 		302.8		4.938		0.6369
0.195		14.5 		307.2		5.629		0.7261
0.192		14.7 		313.3		4.648		0.5996
0.190		14.9 		315.7		2.397		0.3093
0.189		15.1 		317.6		3.316		0.4277
0.187		15.2 		321.7		2.27 		0.2929
0.187		15.4 		321.6		0.3609		0.04656
0.186		15.6 		322.3		1.923		0.2481
0.185		15.8 		325.1		1.8  		0.2322
0.184		16   		325.5		0.817		0.1054
0.184		16.2 		326.5		1.48 		0.1909
0.183		16.4 		328.1		0.8319		0.1073
0.183		16.5 		328  		-0.3045		-0.03928
0.183		16.7 		327.6		0.8928		0.1152
0.182		16.9 		329.5		1.388		0.1791
0.182		17.1 		330  		0.4702		0.06065
0.182		17.3 		330.3		2.662		0.3434
0.179		17.5 		334.6		3.844		0.4959
0.178		17.6 		336.9		2.172		0.2802
0.177		17.8 		338.3		1.821		0.2348
0.176		18   		340  		1.198		0.1545
0.176		18.2 		340.3		0.9924		0.128
0.176		18.3 		341.7		1.498		0.1933
0.175		18.5 		342.8		0.2996		0.03865
0.175		18.7 		342.2		0.2342		0.03022
0.175		18.9 		343.2		0.3571		0.04607
0.175		19   		342.8		-1.453		-0.1875
0.176		19.2 		340.8		-0.4254		-0.05487
0.175		19.4 		342.1		-0.3242		-0.04182
0.176		19.6 		340.2		-4.957		-0.6395
0.180		19.7 		333.7		-12.55		-1.618
0.188		19.9 		318.7		-15.82		-2.041
0.197		20.1 		305.3		-14.35		-1.851
0.206		20.3 		291.8		-13.91		-1.794
0.216		20.5 		278  		-13.73		-1.771
0.228		20.7 		263.5		-13.63		-1.758
0.242		21   		248.3		-13.46		-1.736
0.258		21.2 		232.4		-13.33		-1.719
0.278		21.5 		215.5		-13.3		-1.716
0.304		21.7 		197.1		-13.2		-1.703
0.339		22   		177.1		-13.19		-1.701
0.389		22.4 		154.4		-13.31		-1.717
0.470		22.8 		127.7		-14.36		-1.852
0.667		23.2 		89.94		-15.19		-1.96
1.943		23.9 		30.89		-0.7785		-0.1004
0.795		25.8 		75.5 		12.09		1.559
0.489		26.6 		122.6		16.81		2.168
0.390		27.1 		154  		17.19		2.218
0.322		27.5 		186.6		19.7 		2.541
0.280		27.8 		214.5		19.85		2.56 
0.250		28.1 		239.6		21.59		2.785
0.225		28.4 		266.2		24.92		3.214
0.205		28.6 		293.2		24.36		3.143
0.191		28.8 		313.8		20.87		2.692
0.181		29   		331.3		19.25		2.483
0.173		29.2 		347  		19.84		2.559
0.165		29.3 		364.1		21.44		2.766
0.158		29.5 		380.8		21.08		2.719
0.152		29.7 		395.8		21.64		2.791
0.146		29.8 		412.1		22.74		2.934
0.140		30   		427.4		22.38		2.887
0.136		30.1 		442.1		24.15		3.115
0.131		30.2 		458.7		24.46		3.156
0.127		30.4 		472.7		22.18		2.861
0.124		30.5 		485.6		22.77		2.938
0.120		30.6 		499.5		22.29		2.875
0.117		30.7 		511.2		21.43		2.764
0.115		30.9 		523.6		23.7 		3.057
0.112		31   		537.1		23.94		3.089
0.109		31.1 		549.1		24.2 		3.122
0.107		31.2 		562.3		25.41		3.278
0.104		31.3 		575  		26.17		3.376
0.102		31.4 		588.4		26.37		3.401
0.100		31.5 		600.7		24.98		3.223
0.098		31.6 		612.3		22.76		2.936
0.096		31.7 		622  		27.16		3.504
0.094		31.8 		637.3		30.09		3.882
0.092		31.9 		649  		25.78		3.325
0.091		32   		660  		28.08		3.622
0.089		32.1 		673.4		31.08		4.01 
0.087		32.2 		686.5		31.3 		4.037
0.086		32.3 		699.5		30.35		3.915
0.084		32.3 		711.3		28.02		3.615
0.083		32.4 		722.1		30.8 		3.974
0.082		32.5 		735.8		34.67		4.473
0.080		32.6 		749.1		31.18		4.022
0.079		32.7 		759.6		35.59		4.591
0.077		32.8 		775.9		40.67		5.247
0.076		32.8 		789.7		36.53		4.712
0.075		32.9 		802.4		33.38		4.306
0.074		33   		813.5		27.5 		3.547
0.073		33.1 		821.8		24.86		3.208
0.072		33.1 		830.8		22.77		2.938
0.072		33.2 		837.5		20.92		2.699
0.071		33.3 		845.1		25.12		3.241
0.070		33.3 		854.5		23.58		3.042
0.070		33.4 		860.9		25.46		3.284
0.069		33.5 		871.5		29   		3.741
0.068		33.6 		880  		27.18		3.506
0.067		33.6 		889.2		27.5 		3.548
0.067		33.7 		897.7		26.38		3.403
0.066		33.8 		906  		31.77		4.098
0.065		33.8 		917.8		33.43		4.312
0.065		33.9 		926.9		30.98		3.996
0.064		34   		937  		32.9 		4.243
0.063		34   		947  		34.74		4.482
0.063		34.1 		958  		32.52		4.195
0.062		34.1 		966.4		28.54		3.682
0.062		34.2 		974.9		39.55		5.102
0.061		34.3 		989.7		40.98		5.286
0.060		34.3 		998.6		34.39		4.436
0.059		34.4 		1009 		42.07		5.427
0.059		34.4 		1023 		44.25		5.708
0.058		34.5 		1034 		25.67		3.312
0.058		34.6 		1037 		31.99		4.126
0.057		34.6 		1052 		55.23		7.125
0.056		34.7 		1067 		48.6 		6.269
0.056		34.7 		1078 		43.91		5.664
0.055		34.8 		1090 		45.16		5.825
0.054		34.8 		1102 		38.91		5.019
0.054		34.9 		1110 		25.79		3.327
0.054		35   		1115 		36.23		4.674
0.053		35   		1129 		31.9 		4.115
0.053		35.1 		1131 		23.52		3.035
0.053		35.1 		1141 		37.43		4.829
0.052		35.2 		1150 		32.64		4.21 
0.052		35.2 		1157 		40.86		5.271
0.051		35.3 		1170 		41.28		5.325
0.051		35.3 		1177 		34.01		4.387
0.051		35.4 		1187 		34.8 		4.49 
0.050		35.4 		1194 		42.25		5.45 
0.050		35.5 		1207 		46.46		5.993
0.049		35.5 		1216 		37.55		4.844
0.049		35.6 		1225 		46.35		5.979
0.048		35.6 		1238 		41.42		5.343
0.048		35.7 		1244 		35.28		4.551
0.048		35.7 		1254 		44.41		5.728
0.047		35.8 		1264 		50   		6.45 
0.047		35.8 		1277 		36.2 		4.669
0.047		35.9 		1280 		34.48		4.448
0.046		35.9 		1292 		47.68		6.15 
0.046		36   		1302 		46.83		6.041
0.046		36   		1313 		52.88		6.821
0.045		36   		1325 		54.91		7.083
0.045		36.1 		1337 		51.96		6.703
0.045		36.1 		1347 		63.27		8.162
0.044		36.2 		1364 		58.92		7.601
0.044		36.2 		1372 		34.03		4.39 
0.044		36.3 		1378 		40.53		5.229
0.043		36.3 		1389 		43.02		5.55 
0.043		36.4 		1396 		30.64		3.953
0.043		36.4 		1401 		35.69		4.604
0.043		36.4 		1410 		43.54		5.617
0.042		36.5 		1419 		40.26		5.194
0.042		36.5 		1426 		23.8 		3.07 
0.042		36.6 		1428 		36.81		4.749
0.042		36.6 		1441 		30.88		3.984
0.042		36.6 		1441 		30.9 		3.986
0.041		36.7 		1453 		38.04		4.907
0.041		36.7 		1456 		40.79		5.261
0.041		36.8 		1469 		30.68		3.958
0.041		36.8 		1468 		0.8299		0.1071
0.041		36.9 		1470 		2.949		0.3805
0.041		36.9 		1469 		-10.03		-1.294
0.041		36.9 		1466 		-9.634		-1.243
0.041		37   		1465 		-5.121		-0.6606
0.041		37   		1464 		-9.754		-1.258
0.041		37.1 		1461 		-6.728		-0.8679
0.041		37.1 		1461 		-5.528		-0.7131
0.041		37.1 		1459 		-10.3		-1.329
0.041		37.2 		1457 		-7.295		-0.941
0.041		37.2 		1456 		-3.864		-0.4984
0.041		37.3 		1456 		-10.48		-1.351
0.041		37.3 		1452 		-18.17		-2.344
0.041		37.3 		1449 		-4.614		-0.5952
0.041		37.4 		1450 		7.983		1.03 
0.041		37.4 		1452 		-7.975		-1.029
0.041		37.5 		1447 		-15.9		-2.051
0.042		37.5 		1445 		3.701		0.4775
0.041		37.6 		1449 		-4.308		-0.5558
0.042		37.6 		1444 		-23.81		-3.072
0.042		37.6 		1439 		-2.267		-0.2924
0.042		37.7 		1443 		1.043		0.1346
0.042		37.7 		1440 		-12.94		-1.669
0.042		37.8 		1438 		-10.02		-1.293
0.042		37.8 		1436 		-4.396		-0.5671
0.042		37.8 		1436 		-3.525		-0.4548
0.042		37.9 		1434 		3.444		0.4442
0.042		37.9 		1437 		-23.92		-3.085
0.042		38   		1425 		-12.96		-1.672
0.042		38   		1432 		11.53		1.488
0.042		38.1 		1429 		-11.22		-1.447
0.042		38.1 		1428 		-13.52		-1.744
0.042		38.1 		1424 		-15.38		-1.984
0.042		38.2 		1421 		11.27		1.453
0.042		38.2 		1428 		0.8395		0.1083
0.042		38.3 		1422 		-19.38		-2.5 
0.042		38.3 		1420 		-3.837		-0.495
0.042		38.3 		1420 		-11.8		-1.522
0.042		38.4 		1416 		-8.864		-1.143
0.042		38.4 		1417 		-10.05		-1.296
0.043		38.5 		1412 		1.319		0.1701
0.042		38.5 		1417 		0.8216		0.106
0.042		38.6 		1412 		-12.9		-1.664
0.042		38.6 		1412 		-10.45		-1.348
0.043		38.6 		1408 		-8.631		-1.113
0.043		38.7 		1408 		6.996		0.9025
0.043		38.7 		1411 		-12.89		-1.663
0.043		38.8 		1403 		-8.587		-1.108
0.043		38.8 		1407 		8.482		1.094
0.043		38.9 		1407 		-18.61		-2.401
0.043		38.9 		1400 		-15.87		-2.048
0.043		38.9 		1400 		6.313		0.8144
0.043		39   		1402 		1.52 		0.196
0.043		39   		1401 		-16.26		-2.098
0.043		39.1 		1395 		-0.07963		-0.01027
0.043		39.1 		1401 		1.905		0.2458
0.043		39.2 		1396 		-25.62		-3.305
0.043		39.2 		1390 		-3.465		-0.447
0.043		39.2 		1395 		7.544		0.9731
0.043		39.3 		1393 		-16.71		-2.156
0.043		39.3 		1388 		3.059		0.3946
0.043		39.4 		1394 		-2.577		-0.3324
0.043		39.4 		1387 		-23.14		-2.985
0.043		39.5 		1385 		7.766		1.002
0.043		39.5 		1390 		-15.52		-2.002
0.044		39.5 		1379 		-2.555		-0.3296
0.043		39.6 		1389 		10.4 		1.341
0.043		39.6 		1383 		-17.76		-2.29
0.043		39.7 		1382 		-12.48		-1.61
0.044		39.7 		1378 		2.143		0.2765
0.043		39.8 		1383 		-5.334		-0.6881
0.044		39.8 		1375 		-6.412		-0.8271
0.043		39.9 		1380 		-0.3037		-0.03918
0.044		39.9 		1375 		-18.86		-2.433
0.044		39.9 		1372 		-2.715		-0.3503
0.044		40   		1374 		1.28 		0.1651
0.044		40   		1373 		-3.54		-0.4566
0.044		40.1 		1373 		-4.807		-0.6201
0.044		40.1 		1371 		-5.774		-0.7449
0.044		40.2 		1370 		-7.992		-1.031
0.044		40.2 		1367 		-10.27		-1.325
0.044		40.2 		1366 		-9.406		-1.213
0.044		40.3 		1363 		8.68 		1.12 
0.044		40.3 		1370 		-0.1481		-0.0191
0.044		40.4 		1363 		-9.05		-1.167
0.044		40.4 		1366 		-10.96		-1.414
0.044		40.5 		1359 		-7.942		-1.025
0.044		40.5 		1362 		-2.704		-0.3489
0.044		40.6 		1357 		-16.26		-2.098
0.044		40.6 		1356 		-4.499		-0.5803
0.044		40.6 		1356 		4.862		0.6272
0.044		40.7 		1358 		-7.024		-0.9061
0.044		40.7 		1353 		-7.308		-0.9427
0.044		40.8 		1355 		0    		0    
0.044		40.8 		1353 		-2.453		-0.3164
0.044		40.9 		1354 		-2.735		-0.3528
0.044		40.9 		1351 		-13.7		-1.767
0.045		41   		1348 		-11.2		-1.445
0.045		41   		1347 		-8.02		-1.035
0.045		41   		1344 		-7.217		-0.931
0.045		41.1 		1344 		7.15 		0.9223
0.045		41.1 		1347 		-3.604		-0.465
0.045		41.2 		1342 		-11.51		-1.485
0.045		41.2 		1342 		-6.458		-0.833
0.045		41.3 		1339 		-9.589		-1.237
0.045		41.3 		1338 		-2.86		-0.369
0.045		41.4 		1338 		0.4881		0.06296
0.045		41.4 		1339 		-5.011		-0.6465
0.045		41.4 		1336 		-12.34		-1.592
0.045		41.5 		1333 		-0.8996		-0.116
0.045		41.5 		1336 		-9.432		-1.217
0.045		41.6 		1329 		-5.989		-0.7725
0.045		41.6 		1333 		-2.533		-0.3267
0.045		41.7 		1328 		-5.961		-0.7689
0.045		41.7 		1330 		-6.403		-0.826
0.045		41.8 		1325 		-3.34		-0.4309
0.045		41.8 		1329 		-1.29		-0.1664
0.045		41.8 		1325 		-18.67		-2.409
0.045		41.9 		1321 		-3.166		-0.4084
0.045		41.9 		1323 		11.46		1.479
0.045		42   		1326 		-17.4		-2.244
0.046		42   		1316 		-11.33		-1.461
0.045		42.1 		1321 		2.464		0.3178
0.046		42.1 		1317 		-5.471		-0.7058
0.046		42.2 		1319 		-5.644		-0.7281
0.046		42.2 		1315 		-5.706		-0.7361
0.046		42.3 		1316 		-3.436		-0.4432
0.046		42.3 		1313 		-6.337		-0.8175
0.046		42.3 		1313 		-2.369		-0.3056
0.046		42.4 		1312 		-7.943		-1.025
0.046		42.4 		1310 		-7.327		-0.9452
0.046		42.5 		1309 		-4.239		-0.5469
0.046		42.5 		1308 		-6.178		-0.797
0.046		42.6 		1306 		-4.284		-0.5526
0.046		42.6 		1306 		-0.6479		-0.08359
0.046		42.7 		1306 		-7.304		-0.9422
0.046		42.7 		1303 		-10.82		-1.395
0.046		42.8 		1301 		-2.054		-0.265
0.046		42.8 		1302 		2.117		0.2731
0.046		42.9 		1302 		-9.535		-1.23
0.046		42.9 		1298 		-11.98		-1.546
0.046		42.9 		1297 		2.289		0.2952
0.046		43   		1299 		-3.616		-0.4665
0.046		43   		1295 		-8.996		-1.16
0.046		43.1 		1295 		-1.389		-0.1792
0.046		43.1 		1294 		-1.577		-0.2035
0.046		43.2 		1294 		-10.75		-1.386
0.047		43.2 		1290 		-6.082		-0.7845
0.046		43.3 		1291 		1.938		0.25 
0.046		43.3 		1291 		-9.174		-1.184
0.047		43.4 		1287 		-7.651		-0.987
0.047		43.4 		1287 		-5.265		-0.6791
0.047		43.5 		1285 		-1.362		-0.1757
0.047		43.5 		1287 		-3.765		-0.4856
0.047		43.6 		1283 		-3.394		-0.4379
0.047		43.6 		1285 		-10.12		-1.306
0.047		43.6 		1279 		-9.856		-1.271
0.047		43.7 		1281 		-1.705		-0.2199
0.047		43.7 		1278 		-0.3048		-0.03932
0.047		43.8 		1280 		-0.6083		-0.07847
0.047		43.8 		1278 		-8.264		-1.066
0.047		43.9 		1277 		-5.568		-0.7182
0.047		43.9 		1275 		-4.227		-0.5453
0.047		44   		1275 		-8.898		-1.148
0.047		44   		1271 		-0.7811		-0.1008
0.047		44.1 		1275 		-4.546		-0.5865
0.047		44.1 		1269 		-9.623		-1.241
0.047		44.2 		1270 		1.787		0.2305
0.047		44.2 		1270 		-4.998		-0.6447
0.047		44.3 		1268 		-7.594		-0.9797
0.047		44.3 		1267 		-1.776		-0.2291
0.047		44.4 		1267 		-7.019		-0.9055
0.047		44.4 		1263 		-7.239		-0.9339
0.047		44.4 		1264 		-3.048		-0.3932
0.048		44.5 		1262 		-9.7 		-1.251
0.048		44.5 		1259 		-0.875		-0.1129
0.048		44.6 		1262 		-1.396		-0.1801
0.048		44.6 		1259 		-10.57		-1.363
